word,segmentation,related_words
taxonomy,tax.o.nomy,typ.o.logy; gastr.o.nomy; agr.o.nomy; ec.o.nomy; astr.o.nomy; taxidermy
ontology,ontology,gerontology; paleontology
paleontology,pale.ont.ology,ont.ology; pale.ography; arch.ea.ology
dendrology,den.dro.logy,denizen; forestry
ornithology,or.nith.ology,or.nith; ology
entomology,en.tom.ology,ana.tomy; in.sect
cytology,,leuc.o.cyte
botany,bot.any,bot.an.ical
histology,,histrionic
syntax,syn.tax,
morphology,,morpheme
meteorology,mete.or.ology,mete.or
ecology,ec.ology,ec.onomy
agronomy,agr.o.nomy,o.nomy; tax.o.nomy; gastr.o.nomy; ec.o.nomy; astr.o.nomy; agricultural
topography,,top.o.logy; topo
petrology,petr.ology,petr.ol; stratigraphy
speleology,spe.le.ology,spe.lunk; spe.lunk.er; sple.netic; spell
alluvium,al.luv.ium,
tremor,,trem.ble
stratigraphy,strati.graphy,strate.gy; strat; strait; caste
hygiene,hy.gi.ene,
athletics,ath.let.ics,ath.lete; athe.ist; athens
regimen,regi.men,regist.ry; regi.ment
domesticity,dome.stic.ity,dome.stic
cuisine,cui.sine,sine
gastronomy,gastr.o.nomy,tax.o.nomy; agr.o.nomy; ec.o.nomy; astr.o.nomy; gastritis
dietetics,die.te.tics,dietician
didactic,,doctrinaire
hieroglyph,hiero.glyph,hi.er; archy; graph; graphy; glyph
pornography,,
paleography,pale.o.graphy,archae; paleo
typology,,tax.o.nomy; logy; graphy; topology
elocution,e.locu.tion,locu.tion; e.loqu.ent
morpheme,,
linguistics,,st.ics; linguist
philology,,
etymology,etym.ology,
iconography,icon.o.graphy,
aesthetic,aes.the.tic,
horology,hor.ology,chron.ology; chron.ograph; chron.ometer; horse; hour
ceramic,,porcelain; seraphic
zymurgy,zym.ur.gy,zym.ology; en.zym.e
apiculture,,apiary; aviary
horticulture,horti.cul.ture,horde; horse
lore,lore,folklore; lure
methodology,,
epistemology,epi.stem.ology,ontology; stem; ology
agnostic,agnos.tic,a.gnos; tic.ism; dia.gno.sis; ignor.amus
metaphysics,meta.phys.ics,phys.ic.al
ballistics,ball.is.tics,
dynamics,,
aeronautics,,
photic,,photo
acoustics,,
dominant,do.min.ant,
recessive,re.cess.ive,re.cess; dominant
genetics,,generics
eugenics,,
parchment,,parch
veneer,,
harpoon,harp.oon,ball.oon; harp
gaff,gaff,guffaw; gaffe; faux
creel,,
trawl,tr.awl,dr.awl; track
trammel,tramm.el,
seine,seine,seize; skein; trawl
snare,,snail
reticule,re.tic.ule,tic.ule
transformer,,
chronometer,chro.no.meter,chro.no; chro.nology; meter
barometer,baro.meter,
sextant,sex.tant,quadr.ant; hexa.pod
astrolabe,,
numerology,,numer; number; numismatics
chiromancy,chiro.mancy,necromancy; necromancer; chiromancer
horoscope,horo.scope,horo.logy; astr.ology
astrology,,horo.scope; astrolabe; astronomy; aster
alchemy,al.chemy,chem.ical
homiletics,homi.let.ics,
theology,,theism
theism,theism,atheism; theology
atheism,,
stenography,sten.ography,sten.cil; shorthand
dialect,,
jargon,,parlance
nomenclature,,cla.ture; clare
terminology,termin.ology,termin.al; lexicon
papyrus,,paper
finery,,
apparel,ap.par.el,ap.par; ition; attrie; formal; raiment; garment; appar
wardrobe,ward.robe,ward; robe; lobe; warden
cuff,cuff,hand.cuff
collar,,
apron,,
shroud,,cloud
tuxedo,tux.edo,
vestment,vest.ment,vest.ry; in.vest.ment; in.vest.iture
robe,,gown
poncho,,
panoply,pano.ply,multi.ply; pano.ramic; Western; religious; liturgy
mackintosh,,macintosh
mantle,,cloak
pelt,,
rawhide,raw.hide,hide.bound; hind
fleece,fleece,fleet; polar
suede,,
sponge,spon.ge,
skein,skein,pro.tein; stein; skin; seize
linoleum,lino.leum,petro.leum; mauso.leum; linen; lino
tarpaulin,,lino.leum
linen,li.nen,li.ning; Le.nin; flax; lien; liege
satin,,sardine; Satan
timber,timber,timberland; timbre; lumber; land
adobe,,
ferroconcrete,ferro.concrete,ferrum
crude,crude,rude
ream,,real
glove,,grove
mitten,,
sock,sock,socket
girdle,gird.le,gird.er
buckle,,bucket
cravat,crav.at,crav.en; cave.at; crave; caret
fillet,,
emollient,e.moll.ient,moll.ify; moll.usc; e.mul.sion
perfume,,fume; fragrance
bauble,,
trinket,tr.ink.et,bauble
bracelet,,bracket; brace; embrace
spangle,spang.le,spank; span; star; spangled; banner
medal,,metal
badge,badge,badger; budge
insignia,in.sign.ia,en.sign; epaulet; emblem; embroidery
chevron,chev.ron,e.che.lon
epaulet,e.paul.et,paul
millinery,mill.in.ery,mi.li.tary
hood,,
bonnet,bon.net,brunette; blonde; readhead
shawl,,sari
scarf,,scar
crinkle,cr.ink.le,wr.ink.le; cr.ing.e
pucker,puck.er,pok.er; pock.et; hockey; puck
crease,,cream; pleat; wrinkle; crinkle
ruffle,ruffle,rough; raffle; raffish; riffle
pleat,pleat,please; plead; plait; bleat
garment,gar.ment,rai.ment; attrie; formal; apparel
raiment,rai.ment,rain; attrie; formal; garment; apparel
attire,at.tire,at.tic; tired; attrie; formal; raiment; garment; apparel
desideratum,de.sider.atum,de.cide; de.sider.ata; con.sider.ation; ultim.atum; requisite
requisite,re.quis.ite,pre.re.quis.ite; per.quis.ite; ex.quis.ite; re.quite; desideratum; necessary
loaf,,
hunk,hunk,hunk.er; chunk
helping,,
dainty,dain.ty,dis.dain; or.dain
hors d'oeuvre,,hors.d.oeu.vre; outside; combat; oeuvre
appetizer,ap.pet.izer,ap.pet.ite; hors; oeuvre
tonic,,lotion
gruel,gru.el,por.ridge; glue; grunt
cheese,,
stodge,,sto.mach; e.dge; store
infection,,confection; contagion
confection,con.fect.ion,af.fect; ef.fect; in.fect.ion; de.fect.ion; per.fect.ion
pulp,,pump
margarine,mar.gar.ine,mar.gar.et; saccharin; dairy; creamer
saccharin,sac.char.in,mar.gar.ine; guil.lot.ine; bac.chan.al.ian; sack
seasoning,,
condiment,,condi.tion; seasoning
ferment,fer.ment,fer.vent; ment
bacon,,beacon
carrion,carr.ion,carry
veal,,veil; seal; venison
venison,veni.son,veal
mutton,,tton
liquor,liquor,liquid
cider,,
acorn,,corn
asparagus,as.para.gus,para.gon
squash,,
scold,scold,cold; scald; chide; formal
scald,scald,scold; scorch
pasteurize,past.eur.ize,past; Past
fumigate,fumi.gate,fumi; gate; fulminate
syringe,,
stethoscope,stetho.scope,stealth
scalpel,scalp.el,sculpt; sculpture; lancet; scalp
lint,lint,flint; splint
ligature,,ligament
tourniquet,,tour
splint,spl.int,spr.int; spl.int.er; l.int; fl.int
salutary,sa.lut.ary,sa.lute; sa.lubr.ious
salubrious,salu.brious,salu.tary; salute
restorative,,restor; ative
recuperate,re.cup.er.ate,re.coup
inflamed,in.flam.ed,flam.ed; in.flamm.able; flamm.able; in.flamm.ation
relapse,,lapse; collapse
remediable,remedi.able,remedy
refractory,re.fract.ory,fract; refract; refraction; reflection; fracture; fractious; infraction
congenital,,genital
acute,,
remittent,re.mit.tent,re.mit; mitt.ance; mitten
maize,,maze
barley,,parley
granule,gran.ule,gran.ite; grand.ma; grain
forage,for.age,foray
fodder,fodd.er,food
starch,star.ch,staunch
sustenance,sus.ten.ance,sub.sist.ence
vaccine,,
remit,,remiss; remission
convalescence,con.vale.scence,vale.diction; esc.ent; esc.e; esc.ence; eva.ne.scence; valedictorian
latency,laten.cy,late
incubation,in.cub.ation,cuba
quarantine,quar.ant.ine,quar.ter; quar.ter.master
allopathy,allo.pathy,homeo.pathy; other; alias; allo
homeopathy,home.o.pathy,a.pathy; idio.pathy; homo; homosexual; naturopathy
feticide,feti.cide,fet.us; cide
clyster,cly.ster,cata.cly.sm; enema
acupuncture,acu.punct.ure,punct.ure; acute
inoculation,in.oc.ul.ation,oc.ul.ar; incubation
bromide,,Bromine
tranquilizer,tran.quil.izer,tranquil
sedative,sed.ative,sed.ent.ary
placebo,,
painkiller,,
analgesic,an.alg.esic,an.aesth.etic; anal
anodyne,,dyne; amicable
soporific,sopor.ific,soprano; hypnosis
opiate,opi.ate,opi.um
anaesthetic,an.aes.thetic,an.aes; thetic
procaine,,coc.aine; Caine; Cain
panacea,,pancreas
nostrum,nostr.um,nost.alg.ia; str.um
prescription,,prescribe
libido,,
heyday,,
puberty,,
gesture,,
gestation,gest.ation,di.gest.ion; gesture; conceive
motif,,
caret,car.et,car.rot; crate
bracket,brack.et,rack.et; brace.let; parenthesis
parenthesis,paren.thesis,paren.theses; parent; bracket; round; parethesis; thesis
colon,colon,colony; colonel
comma,,coma
period,,
hyphen,,
asterisk,aster.isk,aster.oid
ellipsis,el.lip.sis,el.lip.se; ec.lip.se
apostrophe,apo.strophe,strophe; cata
punctuation,,punctuate; punctual; punctilious; punct
pigment,,figment
litmus,lit.mus,lith
magenta,,
celestial,cele.sti.al,ec.clesi; astical
cyan,,turquoise; halcyon
drape,,drop
drab,,
pallid,pall.id,pall.ia.tive; plac.id; pale
ruddy,,rubicund; ruby
rubicund,rubi.cund,fe.cund; jo.cund; rub.ric; ruby; ruddy
livid,,
hue,,
antigen,,antibody
antibody,,antigen
auxin,aux.in,auxi.li.ary
irritant,ir.rit.ant,ir.rit.ate; rite; ritual
laxative,lax.ative,relax; palliative
purgative,purg.ative,purg.atory; purge; palliative; laxative
catharsis,cath.ar.sis,Cath.er.ine; cath.ode; tion
antidote,,
sanitize,san.it.ize,
salve,,save; balsam; balm
unguent,ung.uent,unct.ion; ung.ul.ate
unction,,unguent; ungulate; ointment; anoint
anoint,anoint,un.ct.ion; an.not.ate
ointment,,unction
astringent,a.string.ent,stringent
chronicle,chron.ic.le,chron.ic; cron.y; chron.ology; or.ine
parable,par.able,par.ley; palatable; allegory; aphorism
prose,p.rose,rose; prosaic
parody,par.ody,mel.ody; thren.ody; rhaps.ody; char.ade; past.i.che
ovation,ov.ation,oration; acclamation
peroration,per.ora.tion,ora.tion
colloquium,col.loqu.ium,col.loqu.ial; e.loqu.ent; ob.loquy; sym.pos.ium
seminar,seminar,seminary
symposium,,sym.pos.ia; colloquium; atrium; atria
diatribe,,tribe; tirade
tirade,tir.ade,tire; harangue
harangue,ha.ran.gue,argue; vague; critique
jeremiad,,Jeremy
shred,shred,shrew; shrewd; astute
screed,screed,creed; reed; longueurs
inception,in.cept.ion,re.ception; de.ception; pre.cept; in.cipi.ent; incept
commencement,,com.mence; com.ment; mince
valediction,vale.diction,con.vale.scent; con.vale.scence; valedictorian
discourse,dis.course,course; discuss; disquisition
oration,,ovation; oratorio
thesis,,
treatise,treat.ise,chast.en; treaty; chastise; treat
monograph,monograph,monolith; holograph; homograph; monologue
disquisition,dis.quis.ition,dis.cuss.ion; ex.quis.ite; per.quis.ite; re.quis.ite; discourse
pamphlet,,
leaflet,,
roster,roster,rooster; roost; rota; roast
cenotaph,ceno.taph,epi.taph; ceno; tomb
epitaph,epi.taph,ceno.taph; epi.tome; eulogy
holograph,holo.graph,holo.gram; holo.graphic; homo.graph; mono.graph; graphy; holography
epistle,epi.stle,apo.stle; pe.stle
facsimile,fac.sim.ile,sim.ile; as.sim.il.ate
anthology,anth.ology,anth.rop.ology
dossier,dos.si.er,en.dorse
encyclopedia,en.cyclo.pedia,cycle
lexicon,,lex.con; lect.ure; bea.con; glossary
primer,prim.er,prim.e; prim.ate; pre.mi.er
potpourri,pot.pour.ri,por.ridge; pour
denouement,de.noue.ment,de.noue; pro.logue; epi.logue; opening
longueurs,long.u.eur.s,verbiage
emendation,,emand.ation; amend.ment; mend.icant
genre,,
scheme,scheme,schema; schism
guide,,scout
scout,scout,clout; bout
jamboree,jam.bo.ree,gambol
carouse,ca.rouse,rouse; revelry
banquet,ban.quet,ban.quette; bou.quet; boutique
groove,,gravy
avocation,a.vocation,vocational; vacation; invocation
idiosyncrasy,idio.syn.cra.s.y,idio.syn.cra; demo.cra; cracy; foible
jigsaw,jig.saw,
sly,,
sleight of hand,,sl.eight.of.hand
legerdemain,leger.de.main,light; hand; leger; main
conundrum,co.nun.drum,drum; perplexity
rebus,,rhombus
charade,char.ade,past.i.che; par.ody
acronym,acro.nym,acro.bat
homograph,homo.graph,homo; graph; homosexual; mono; graphy; holograph; monograph
byline,,
heading,,
salutation,salut.ation,salut.ary; salute
glossary,,gloss
gloss,gloss,glossary; gross
annotate,an.not.ate,con.not.ation; gloss
deduction,,induction
figment,,pigment
embodiment,,
emblem,em.blem,pro.blem; embodiment; epitome; embroidery; insignia
exaggeration,ex.ag.ger.ation,extra.vag.ant
hyperbole,hyper.bole,hypo; hype; hyper; bole
analogy,,
metaphor,meta.phor,meta; phor; simile
simile,sim.ile,fac.sim.ile; as.sim.il.ate; metaphor
expedition,ex.ped.ition,ition
excursion,ex.cur.sion,in.cur.sion; ex.ped.ition; curse; cursor
jaunt,jaunt,journey; aunt; jaundice; haunt; daunt
migration,,
emigrate,,migrate; immigrate
immigrate,,emigrate; migrate
exodus,,
itinerary,iti.ner.ary,
interlude,,intermission; allude; elude
interim,,
intermission,inter.mission,re.mission; inter.lude
furlough,fur.lough,lough
recess,re.cess,re.cede; re.cess.ion; re.cess.ive; accede; access; computer; excess; exceed; process; proceed
foul,,loud; bout
karate,kara.te,kara.oke
joust,joust,oust; bout
tournament,tour.na.ment,league
acclamation,,clam; ovation
Saturnalia,satur.na.lia,satur.na.lian; satur.day; Baccha.nalia; Saturn; saturnine; saturation
revelry,re.vel.ry,re.vel; re.bel; reverie; ravel; orgy; carouse
halloween,hallow.een,hall; harrow
homage,,salutation
fidelity,,
feat,feat,prowess; formal; great; skill; doing
deposition,de.posit.ion,de.pose; de.posit; de.posit.ory; sediment; precipitate
augur,augur,auger; well; predict
inaugurate,in.augur.ate,augur
investiture,in.vest.iture,in.vest.ment; in.vesti.gate; vestment; vestry
tenure,ten.ure,year
ascendancy,a.scend.ancy,de.scend
anarchist,an.arch.ist,arch; arachnid
coterie,cote.rie,tage; clique; click
clique,clique,cot.er.ie; click
stratum,strat.um,strat.ify; strat.igraphy; street
estate,e.state,
hierarchy,hier.archy,hiero.glyph; archy
throne,,thrown; throng
theocracy,the.o.cracy,dem.o.cracy
gerontocracy,ger.onto.cracy,onto.logy; ger.onto.logy; crazy; cracy
matriarchy,ma.tri.archy,pa.tri.archy; hierarchy
patriarchy,pa.tri.archy,ma.tri.archy
plutocracy,pluto.cracy,pluto.latry
oligarchy,olig.archy,olig.emia; olig.uria; ogle; oleg
obsequies,ob.sequi.es,sequ.el; con.sequ.ence; sequ.ence; obsequy; obloquy; requiem; obstetrics
requiem,re.quiem,quiet; quiescent; obse; quies
ordain,ordain,ordination; dain; disdain; dainty
ordination,ordin.ation,ordin.ance; ordin.ary; ordin.aire; ordin.ate; ordain
liturgy,liturgy,liturg.ic.al; litig.ant
libation,lib.ation,obl.ation
sacrament,sacra.ment,sacri.fice; Sacra.mento; sancti.monious
invocation,in.voc.ation,in.voke; a.vocation; ation
rogation,rog.ation,
ablution,,
petition,pet.ition,
suffrage,suf.frage,frag.ment; fract
insurrection,,resurrection; insurgent
disturbance,dis.turb.ance,dis.turb; ance
commotion,,
heave,heave,up.hea.val; heavy; heaven
upheaval,up.heav.al,heave; heavy; vicissitude; turmoil
instigate,in.stig.ate,stig.ma
remonstrate,,demonstrate
defect,,deficit; deficiency
disaffected,dis.af.fect.ed,af.fect; af.fection; mal.content
caucus,cauc.us,cact.us
parley,,barley; parole; parlor
espouse,,spouse
mitigation,,
halcyon,,cyan
gorgon,,
chimera,chi.mera,chame.leon
vampire,,empire
wraith,,wrath; apparition
apparition,ap.par.ition,ap.par.el; appear; wraith
spook,,spunk; spoor; spoof
apocalypse,apo.calyp.se,eu.calyp.tus; cata.cly.sm; cata.strophe; apo.cry.pha; disaster
presage,pre.sage,sage
portent,,portend; porter; comport; potentate
omen,,
nemesis,neme.sis,
retribution,re.tribut.ion,tribute; nemesis; restitution
fatality,fat.al.ity,mort.al.ity
blasphemy,blas.phemy,eu.phem.ism; blast; blas
profanity,pro.fan.ity,profane; blasphemy; infamy; infamous
deify,,apotheosis
faction,faction,fraction; fact; fiction
sceptre,scep.tre,septer; mace
mace,,maze
fetish,,fester
idol,,idle
talisman,tal.is.man,tal.on; chrys; alis
pyre,,pyro.mania
immolate,im.mol.ate,cremate
oblation,ob.lat.ion,fer.re; ab.lat.ion; col.late; lib.ation; latus; offering; sacrifice; votive; immolation; tribute
totem,,
seminary,semin.ary,semin.ar; monastery
cloister,cloi.ster,cloi.ster.er; monk; recluse
nunnery,,
monastery,mon.ast.ery,se.min.ary; monk; convent; nunnery
pantheon,pan.the.on,
parish,par.ish,pastor
inferno,,fern; infernal
limbo,,
sanctuary,,sanctum
sanctum,sanct.um,sanction; sanctuary
shrine,shr.ine,
nave,nave,navy; pave
minaret,mina.ret,
apocrypha,apo.cry.pha,en.crypt; apo.calypse
hymn book,,
genesis,Genesis,exegesis; provenance
exegesis,,
gossip,gos.sip,gos.pel; sibling
gospel,gosp.el,gos.sip
canon,,cannon
exorcism,,exorcise; exercise
sorcery,sor.cer.y,sor.cer.er; socc.er; sort
telepathy,tele.pathy,anti.pathy; a.pathy; psycho.pathy; dermo.pathy; sympathy; empathy
fiend,fiend,feind; friend
jug,,kettle
juggernaut,jug.ger.naut,astro.nuat
drastic,dra.stic,dra.ma; nian
orthodox,Orthodox,heterodox
heterodox,hetero.dox,ortho.dox; here.tic
Pharisee,Pha.ri.see,
sanctimonious,sancti.monious,sancti.mony; sanct.uary; sacra.ment; pars.i.monious; acr.i.monious
pious,,piety
piety,piety,pi.ity; pious; deity
devotion,,devote
nirvana,,
heretic,here.tic,heresy; heretical; hectic; heterodox
infidel,in.fid.el,in.fid.el.ity; here.tic
idolatry,ido.latry,pluto.latry; idol
bigot,bigot,maggot; bigotry
martyr,mar.tyr,
ascetic,a.sce.tic,scene; scent; austere; acerbic
puritan,,purity; pilgrim
proselyte,pro.sel.yte,pro.sel; neo.ph.yte; prose
choir,ch.oir,mem.oir; boud.oir; reserv.oir; chor.us; chore
pilgrim,,grim
pastor,,parish; priest
pontiff,,
sibyl,sib.yl,vin.yl
curate,,curator
preacher,,teacher
priest,pri.est,
psalm,psalm,qualm
carol,carol,corral; coral
lectern,lect.ern,col.lect; pod.ium
vaulting,,vault
porch,porch,ver.anda; port; pouch; torch; patio
pew,pew,pewter; spew
chalice,,chal.len.ge; chalk
vestry,,vest; vestment; investiture
belfry,,
serene,,serenade; Serena
repose,re.pose,pro.pose; im.pose; de.pose; dis.pose; repository
hush,hush,hash
stationary,,stationery
tranquil,tran.quil,qui.escent; se.re.ne; quiet; peaceful; active; calm
sedate,,sedative
quiescent,quie.scent,ac.qui.esce; adole.scent; cre.scent; quiet; quite; escent; escence
placid,plac.id,place; pallid
pastoral,pastor.al,pastor
dormant,dorm.ant,domin.ant; dormitory; dorm
parasol,para.sol,para
drain,,
hanger,hang.er,hang; hangar
garage,,
gable,gable,table; lable; fable; Gabriel; gabble
eaves,eav.es,eaves.drop
cowl,cowl,scowl; hood
chimney,,
hedge,,
gutter,gutt.er,
bungalow,bun.ga.low,ga.low
terrace,terra.ce,terra.pin
axis,,axiom
mudguard,,
reflector,reflector,reflect; deflect; inflect
sprocket,spr.ock.et,rock.et; ra.tch.et
saddle,sad.dle,sandal; sand
rim,rim,brim
rabid,,rabies
penance,,atone
recrimination,,
culpable,culp.able,culprit; reprehensible
chasten,chasten,chaste; chastise
chastise,chast.ise,chast.en; chaste; chase; treatise; treat; cheat
castigate,casti.gate,casti; gate; caste
trumpery,trump.ery,trump
nugatory,nug.atory,nug.get; paltry
niggling,,niggle; nigger; niggardly
subsidiary,sub.sidi.ary,sub.sidy; sub.side
negligible,neg.lig.ible,neg.lig.ent; neg.lect; meager; paltry; exiguous
paltry,pal.try,pau.city; pan.try; nugatory; meagre; negligible; exiguous
venial,ven.ial,ven.us; gen.ial
trivia,tri.via,trivial
trifle,tri.fle,rifle; trivial
peripheral,peri.pher.al,pher.al; phras.is; peri; scope
turpitude,turp.itude,tur.tle; informal; burp; scruple
sordid,sord.id,smutty; informal; sord
shabby,sh.abby,fl.abby
ribald,rib.ald,bald; donald; herald; scald; rabid; bawdy
impassive,im.pass.ive,dis.pass.ion.ate; pass.ive; im.passe; nonchalant; apathetic
imperturbable,im.per.turb.able,per.turb; adj.n; able; nonchalant; casual
unflappable,,flap; flippant; nonchalant
phlegmatic,ph.leg.matic,matic
valiant,vali.ant,gall.ant; valour; valor; vary
gallant,gall.ant,gallows; gall
daunt,d.aunt,aunt; jaunt
bravado,,heroics
temerity,te.merity,merit; audacity; impudent
audacity,,impudent
prosaic,pro.sa.ic,pro.se; mo.sa.ic
monotonous,mono.ton.ous,
humdrum,,doldrums
tedium,ted.ium,tedious; humdrum
insipid,in.si.pid,in.tre.pid; banal
dreary,dr.ear.y,dear
threadbare,thread.bare,bare
hackneyed,,Hackney
banal,ban.al,banana; canard
platitude,,platform; plateau; platoon; Plato
convention,con.vent.ion,inter.vent.ion
reactionary,,counter.revolution.ary
shop-soiled,,soil
tattered,ta.tter.ed,ta.tter; tatter
dowdy,,dowry
dilapidated,di.lapid.ated,lapidary
shibboleth,,
bacchanalian,bac.cha.na.lian,bac.cha; na.lian; Bac.ch.us; Bach
raffish,raff.ish,raff.le; ruff.le; ruff.ian; slov.en
debauchery,debau.chery,but.chery; trea.chery; cherry; bacchanalia; drunken; revelry
rambunctious,ram.bun.ct.ious,ct.ious; rampage; bounce
wanton,want.on,wonton
unconscionable,un.consci.on.able,consci.ence; consci.ous; consci.entious; sci.ence
extravagant,extra.vag.ant,vag.ue; vag.rant; ex.ag.ger.ation; lavish
dissolute,dis.sol.ute,re.sol.ute; ab.sol.ute; dis.sol.ve
abject,ab.ject,re.ject; ab.jure
timorous,,timid
recreant,re.cre.ant,cre.ate; mis.cre.ant
pusillanimous,pu.sill.anim.ous,magn.animous; un.animous; craven; formal
mettle,mettle,battle; metal; spunk
spunk,spunk,spank
embolden,em.bold.en,em.body
outface,,
prowess,prow.ess,feat; prow
stout,,stocky; snout
intrepid,in.trep.id,in.si; trepidation; trap
consolation,,solace
solace,sol.ace,
lull,lull,lullaby; loll
reassure,,assure; assuage
propitiate,pro.piti.ate,pro.piti.ous; pre.cipit.ate; pity; placate
appease,,peace
quip,,Giving; smoking; easy; done; hundreds; times
satire,sat.ire,sat.irical; sat.ur.ate; sar.casm
satirical,satir.ic.al,satire; derisive
sardonic,sardon.ic,sard.ine; sardo; laconic; snub
spoof,,spook
snide,sn.ide,sl.ide; stride
deride,deride,derision; derisive
derisive,derisive,deride; derision
persiflage,persiflage,rail.lery; Persian
disdain,dis.dain,or.dain; dain.ty
contempt,con.tempt,disdain; tempt
raillery,rail.lery,persi.flage; rail
pungent,,
tart,,tatter; tattered
mordant,mord.ant,primordial; morsel; remorse
vitriolic,,vicious
caustic,caus.tic,cause; caucus; erode; erosion; erosive
acrimonious,acri.mon.ious,acerb.ic; sanct.i.monious; pars.i.monious
salacious,sala.cious,lascivious; salary; salad; smutty; informal; prurient; lubricious; licentious
prurient,prur.ient,prur.itus; prude; prudent; lubricious; lascivious; salacious; licentious
lubricious,lu.bric.ious,lu.bric.ant; prurient; lascivious; salacious; licentious
lewd,,slew
lascivious,lascivious,lazy; salacious; prurient; lubricious; licentious
erotic,erot.ic,erode
amorous,amor.ous,armor; armour
wastrel,wastr.el,waste
improvident,im.provid.ent,provid.ent; im.prov.ise
lavish,,ravish; bounteous
dissipate,dis.sip.ate,dis.sip.ated; dis.solute
dissipated,dissipate.d,dissipate; dissolute; dissolve; insipid; issolute
thrift,thrift,spendthrift; thrifty
spendthrift,spend.thrift,thrifty; rift; theft; prodigal; thrift
summary,sum.mary,
sketch,sk.etch,etch; skit
configuration,,figur; configure
excerpt,ex.cerpt,carpet; exertion; precis; cerpt
tabloid,,
concise,,
precis,pre.cis,pre.cise; excerpt
syllabus,syl.lab.us,syl.lable; curriculum; list; topics; books
synopsis,syn.op.sis,sym.pos.ium
prospectus,,prospect
compendium,,pendulum
compendious,com.pend.ious,com.pend.ium; pend.ulum
chary,chary,char.ity
temperate,temper.ate,temper; temporary; moderate
modest,mod.est,model; moderate
continent,con.tin.ent,con.tin.gent; per.tin.ent; abs.tin.ent
wean,,wane
eschew,,chew; espouse; circumvent
abstain,ab.stain,stain; abstention; waiver
abjure,abjure,vi.vt; abject; conjure; injure; perjure
abstinence,,ab.stin.ent; ab.stem.ious; ab.stain; from
abstemious,ab.stem.ious,ab.stin.ence; stem
thrifty,thrifty,thrift; throw; theft; frugal
provident,provident,provide; improvident; improvise; prudent
frugal,,
liaison,li.ai.son,
incest,,an.cest.or; cast; chast; caste; insect
bawdy,bawdy,rib.ald
voyeur,,voyager
smutty,,salacious; formal; sordid; grubby
excess,excess,excessive; surfeit; exceed; premium; recess; recede; accede; access; computer; process; proceed
licentious,li.cent.ious,li.cense; prurient; lubricious; lascivious; salacious
ogle,,v.lech; orgy; leer; after
leer,,ogle
mash,mash,smash
sensual,sens.ual,sens.or; ens.ure
indifferent,,diff.er.ent; differ; defer
nonchalant,non.chal.ant,chall.enge; chal.ice; self; possessed; unflappable; informal
apathetic,a.path.etic,path.etic; sym.path.etic; empathy; sympathy; impassive
munificent,muni.fic.ent,muni.tions; am.muni.tion; bountiful; remunerate
princely,,
largesse,larg.esse,large; esse
magnanimous,magn.anim.ous,magnitude
bountiful,bountiful,bounty; hunter; bounteous; lavish
wax,,
mount,mount,mounted; mound
propagate,,page; propaganda
pullulate,pull.ul.ate,pro.pag.ate
curtail,,
whittle,,whit
wane,wane,wean
relent,relent,relentless; less
temper,temper,temper.ature; con.tempor.ary; con.tempt; splenetic
palliative,palli.ative,pall.id; pale; purgative; laxative
alleviate,,
sententious,sen.ten.tious,sen.ten.ce; tious
brevity,,brief
terse,terse,tease
laconic,la.conic,sonic; lacquer; lack; sardonic; conic
meticulous,,punctilious
scruple,scru.ple,scru.pul.ous; scru.tiny; scru.b; qu.alm
reserve,,serve; server
punctilious,punct.il.ious,punct.uate; meticulous
chaste,chaste,chasten; chastise; chase; austere
homely,,comely
spartan,,spark
austere,au.stere,asce.tic; steer; chaste
plunder,plun.der,plun.ge; blun.der; plum.met; blunt; brunt; into; around; flounder; havoc; pillage
pillage,pill.age,pill; havoc; plunder
rifle,,
despoil,,spoil; pillage; plunder; havoc; depredation
ransack,,sack; rucksack; rummage
depredation,de.pred.ation,pred.ator; ation
protract,pro.tract,drag; extend; prolong; tract
procrastinate,pro.cras.tin.ate,cras.tin.us
tautology,taut.ology,tauten; taunt; taut
periphrasis,peri.phrasis,peri.pheral; catch.phrase
pleonasm,pleo.nasm,plent.y; plethora; verbiage
verbiage,verbi.age,verb.ose; pleonasm
verbose,verb.ose,verbi.age
prolix,pro.lix,verb.ose; verbi.age; wordy; long; winded; talk; much; about; ramble; rabling; waffle
slacker,slack.er,black; indolent; formal; slack
sluggish,,sluggard
layabout,lay.about,about
supine,,
sprawl,spr.awl,scr.awl; spr.out
shiftless,,
lassitude,lass.itude,lethar.gy; lass
loll,,lull.a.by
condolence,con.dol.ence,i.dol; a.dol.escent; in.dol.ent; formal
indolent,in.dol.ent,con.dol.ence; dol.or.ous; doleful; opulent; slack; slacker; informal
snub,,snob
hard-nosed,,
hidebound,hide.bound,in.bound; out.bound; east.bound; hide
infest,,
molest,,mole
perturb,per.turb,turb; imperturbable; discompose; disturb; disrupt
vexation,,vixen
nag,,
restive,rest.ive,rest.less
turmoil,,commotion; upheaval
bedlam,,Lamb
impudent,im.pud.ent,impertinent; pertinent; prudent; prude; lewd
rash,Rash,Rashism
scamp,scamp,scamp.er; camp; scrimp
reckless,reck.less,reck.on
precipitate,pre.cipi.tate,pre.cipi.tation; pre.cip; pro.piti.ate; electrostatic; precipitator
slapdash,,slap; clap; dash
perfunctory,per.funct.ory,funct.ion
